Input,Output
climgel,clingel
modafinjl,modafinil
dsgapride,degapride
couprese,coupress
cardiorostij,cardiorostin
trapod,altrapod
duvagest,dubagest
ctrste,ctrate
acuyher,acuther
cycloggest,cyclogest
cevo,cefo
coiljen,colijen
alinok,alinol
zstypod,astypod
clindasure,clindaxure
aviddip,avidip
alcatwy,alcatay
ambroiam,ambrokam
chmyoden,chymoden
cahlok,cablok
ace,acne
bacteplnain,bacteplanin
vvxim,cvxim
cepodwx,cepodex
cholrzen,chlorzen
cpirexa,ciprexa
esaravone,edaravone
cypogoc,cypogod
anaball,anaball
afrad,afrax
bxuff,bcuff
fiplen,ciplen
cceficrat,ceficrat
cuticalm,citicalm
betruzust,betrizust
aceclonce,aceclonec
begaprime,betaprime
cefzuvel,cefzivel
aflree,alfree
axipel,azipel
bppen,bpen
limozide,pimozide
atoflive,atorlive
pholodine,pholcodine
clopicsn,clopican
artisler,artisler
algtab,algitab
avirb,avirab
aacudep,acudep
alraclox,altaclox
cefaorex,cefaprex
cecac,cedac
aceaol,acezol
cifodedim,cifodexim
hgzol,bgzol
conjtram,conitram
bilabol,bilanol
chemzi,chemzip
cadvazt,cadvast
aalbeges,albeges
daposy,dapoxy
amgsst,amgest
credcooxy,credcoxy
valcuf,balcuf
biodrott,biodrot
amoxycoav,amoxyclav
cigiverlin,citiverlin
venclav,benclav
cinacalct,cinacalcet
clozataks,clozatask
aquazlne,aquazone
boncomax,broncomax
sceeforte,aceeforte
hetaphen,betaphen
ceafone,cefaone
azptis,azotis
curadll,curadol
agiglic,aviglic
obsa,cobsa
alltonin,altonin
acidoow,acidlow
anrima,antrima
cetirizinw,cetirizine
bercold,cybercold
ahonac,abonac
aziday,aziray
bjlasoft,bilasoft
amolife,amolife
dnof,cnof
dermma,derma
bodcort,boscort
dlinzit,clinzit
scirab,acirab
bigcdft,bigceft
aagycin,agycin
arford,clarford
flonopam,clonopam
cefkaast,cefkast
alkc,alkcit
qzante,azante
docsuate,docusate
chymzest,chymozest
caemexa,acemexa
asalitd,asalite
cypod,cypodin
aopenta,alpenta
acprez,acprex
avodtat,avostat
nevirapi,nevirapine
darnosin,carnosin
baolkem,balokem
gramiciidin,gramicidin
acerefdn,acerefen
celginasse,celginase
atee,atese
coretaax,coretax
insuli,insulin
barroopar,barropar
aonxit,alonxit
cefkiaa,cefkia
cconphorio,conphorio
dynaatroy,dynatroy
cprn,corn
azitav,azitac
voltos,coltos
brinolsr,brinolar
cofmsn,cofman
athor,althor
apiod,ampiod
cadipllex,cadiplex
anaspar,anaspar
bevergz,bevertz
alvonik,alvonim
ectmine,cetmine
agrodac,atrodac
apizi,apizine
acipraz,actipraz
alupectn,alupectin
anvin,canvin
cefzsn,cefzen
clinzed,clinzer
advanved,advanced
alerfid,alercid
amlikan,amlokan
azmeo,azemo
aleine,aldine
amlojak,amlojack
hromin,bromin
aecdase,acedase
biomhxib,biomyxib
candiminn,candimin
teimetazidine,trimetazidine
cchlorolex,chlorolex
cefsjn,cefsun
axtamm,axtam
clahol,clanol
binumoflox,bonumoflox
beoaycin,bekaycin
cokdact,coldact
acloflan,acloflam
clavlixi,clavoixi
caoirose,capirose
aroni,aronic
cephbbid,cephbid
capirnim,caprinim
clmox,climox
atsatt,atstat
cenorm,cefnorm
grethnol,brethnol
budanoue,budanour
ephalid,cephalid
ibdace,bidace
erother,aerother
dlomipax,clomipax
aokid,amokid
nflox,anflox
abco,anco
dolon,dolonac
alcold,apcold
abtoxy,abroxy
cplispas,colispas
alonzalcav,alonzaclav
cinacalcer,cinacalcet
azitga,azitag
amckl,amcil
asskflox,assiflox
dxoytop,doxytop
apiacin,apikacin
albaglobb,albaglob
sdclin,adclin
ancep,ancel
atworkk,atwork
awloxim,aeloxim
cigiaid,citiaid
betawoo,betawok
ccoquet,coquet
bivee,brivee
amiaktil,amikatil
aediot,aediof
avneheal,acneheal
ceoohal,cepohal
atexitne,atexitine
abmib,abnib
alsrmed,alermed
belziid,belzid
bipoar,biopar
arean,areban
concalv,conclav
androfiil,androfil
albif,ablif
azosta,azostat
clacin,cladin
etablu,betablu
prazosni,prazosin
cloc,clox
amitrlx,amitrox
chheamox,chhezmox
coldac,coldnac
denu,denu
citqlent,citalent
acesct,aceact
aamicrez,amicrez
fonibiz,donibiz
caxleflox,cadleflox
acnmeute,acnemute
zmloc,amloc
aizolam,avizolam
tirkpramide,tiropramide
clopixpl,clopixol
closos,closis
albeminr,albemint
zmiojust,amiojust
cltawin,clotawin
cogo,congo
cantonie,cantonide
actixprin,actisprin
cugrev,cufrev
acniicin,acnicin
atenn,aten
zlzocin,alzocin
bigtrik,bigtrik
glivenclamide,glibenclamide
azip,azipel
bdctopar,bectopar
cefadorx,cefadrox
ainavnet,ainavent
bepagesuc,bepagesic
acehnate,acebnate
dimetidine,cimetidine
atenoprress,atenopress
amcoryyl,amcoryl
amlool,amlonol
cazion,cazino
vimetin,cimetin
benotinn,benotin
breakhf,breakuf
ayradef,ayracef
brctrap,bectrap
actilyss,actilyse
desogestrep,desogestrel
czoin,cozin
betared,betafed
bdsone,besone
clomip,clomil
aocnpride,aconpride
apenorn,apenorm
ceftpnox,ceftonox
dipahe,dipane
cjymoton,chymoton
appxid,apoxid
ceopic,cezopic
bilaamed,bilamed
cypprostrong,cyprostrong
etamine,betamine
anafof,anacof
aacnetroy,acnetroy
cqrvidon,carvidon
chloroqui,chloroquine
cotia,cotia
akkutim,akutim
cyprarin,cypratin
bardatno,bardateno
axentrox,adentrox
benspack,benepack
clozbo,clozob
castyrin,casthrin
cdocof,crocof
cipi,cipi
cefixd,cefixid
apza,apiza
ckonasig,clonasig
cabazitaxek,cabazitaxel
ampljs,amplus
cefingg,cefing
bacid,albacid
cyotolin,cyptolin
auspar,acuspar
cefixsrn,cefixsen
afclobaz,adclobaz
astylwv,astylev
azpilas,aziplas
cefisan,cefisan
cebacctum,cebactum
bdtapro,betapro
cetaap,cetarap
afolcin,aflocin
cefgose,ceftose
coonshe,conshe
coldia,coldiva
astopaj,astopan
brustaan,brustan
cantocory,cantocort
almecfin,almectin
cossrin,cossrim
bodiomx,bodimox
riociguat,riociguat
cefyfkox,cefyflox
avobru,avibru
visone,arvisone
ckcarni,cocarni
ampicollin,ampicillin
xarnilev,carnilev
combiods,combidos
ctxil,ctexil
adencer,adencef
allerfats,allerfast
brocon,brocon
ltop,alltop
atvass,atvas
brofil,bryofil
almogan,almotan
collzep,colzep
aectin,apectin
fefrozam,cefrozam
arkmaox,arkamox
apeil,apdil
bwctiazi,bactiazi
acretin,caretin
acedar,acefar
clomiriiv,clomiriv
ceeftrilam,ceftrilam
coliwll,coliwell
assid,assidol
chymizer,chymozer
cheomtrin,chemotrin
antixxa,antixa
atorstat,atorstar
cina,cinad
acetamibophen,acetaminophen
alyzohe,alyzone
bitoprrol,bitoprol
bilten,bilten
annum,anum
allehone,allegone
abolqb,abolab
chymob,chymobel
acimac,acimax
covvicold,covicold
bizchof,bischof
axttel,axytel
cezep,cezel
curatikz,curatika
xlarispey,clarispey
boisdox,blisdox
azimmcin,azimcin
arbetil,arbetol
dynu,dynuro
bacgopraz,bactopraz
bbritel,britel
arotib,arotin
bter,bterb
arodort,arocort
dollonat,dolonat
astharip,astharil
laticlav,alticlav
alicf,alicef
butabrpm,butabrom
bsclonic,beclonic
cican,acican
cioka,ciola
advopn,advopin
bilbid,biobid
alclzr,alclar
qtvel,atvel
cefpousre,cefposure
alafin,aladin
amfl,amflam
brimofiy,brimofit
atajec,atanec
wngifree,angifree
hymobel,chymobel
cyprovti,cyprovit
zcelo,acelo
ciprozre,ciprozee
avipox,avilox
cnbate,cbnate
bekaxin,bekasin
aainet,azinet
sertaconazoe,sertaconazole
bhalexi,bhalexin
adidwel,acidwel
azicay,aziday
benzoext,benzonext
carbazocheome,carbazochrome
ciprexs,ciprexa
butwpar,butapar
arte,arteez
caddubin,cadrubin
carbicf,carbicef
ataml,atamo
azicov,azicof
derisak,derisal
latob,clatob
hioprox,bioprox
vabradine,ivabradine
abnadon,banadon
citisensd,citisense
cipcas,cipvas
candiaell,candiwell
ceflovef,ceflocef
beatlyst,betalyst
bosyclav,boxyclav
cuekmet,chekmet
colchirtob,colchietob
aseet,asert
azeeto,azeetop
besritra,bestitra
citogem,citigem
atiba,ariba
akna,aknea
avrodyl,abrodyl
areulide,arsulide
atsranal,astranal
cabprost,caboprost
chilmicc,chilmic
cefisorb,cefizorb
cpwm,cpam
apaart,apart
aafenamol,afenamol
cytpflam,cytoflam
crinwc,crinac
abiloc,aniloc
amojed,amomed
aciprid,acipride
clogzil,clogail
dexacil,dexacip
asticough,asticough
aleffri,alerfri
costa,acosta
dcilocin,diclocin
lconova,clonova
cutloc,cufloc
famlodip,camlodip
cidica,codica
dicloaggma,dicloagma
dsoroeln,dsorolen
butabroom,butabrom
cozlan,coslan
avvdol,avdol
apgiace,algiace
afzot,afzot
fogvin,cogvin
aflovir,aclovir
coilnet,colinet
altpme,altome
coddia,cordia
wcedee,acedee
dyprorin,cyprorin
actonac,actinac
chemkcef,chemocef
cloteon,clotron
cefucliff,cefuclif
cefxent,cefixent
acibd,acbid
auvnic,augnic
cefdooz,cefodoz
cobermect,covermect
drofine,drotine
agroce,agrocet
clapen,cilapen
aticoft,aticort
aockn,aocin
acpanis,acepanis
atilin,atiline
cecflip,cefclip
betwpar,betapar
cyresin,curesin
clajy,clamy
snzispas,anzispas
ceebrodca,ceebrodac
acnebon,acnegon
bepamo,bepamol
afocn,afcon
albdnir,albenir
cefipite,cefilite
lcoffnic,cloffnic
atotuer,atother
askafrx,askafex
astaciloin,astacillin
denttacain,dentacain
awtepod,astepod
azpjk,azpik
aramqct,aramact
acosttin,acostin
moxept,amoxept
aarlveo,aarlevo
clariegn,clarigen
ntipreg,antipreg
alfaza,aflaza
ranitiine,ranitidine
clonellla,clonella
alzoix,alzorix
biotip,biotop
abxcom,baxcom
clobst,clobet
cittalop,citalop
coxifan,coxitan
cefpolan,cefpolan
flaza,aflaza
axiclld,axicold
dolokkind,dolokind
brodvin,brodcin
dutaosin,dutalosin
mytab,azmytab
cabisunate,cabisunate
dargsn,dargen
azmav,azmag
betqrtigo,betartigo
lofen,alofen
budeca,budexa
butenaafine,butenafine
albidxo,albidox
chlosin,cholsin
atapn,atpan
ciprmet,cipromet
drflan,deflan
benserazde,benserazide
cornik,cornil
aceetq,aceeta
coofman,cofman
aobnex,abonex
birola,bitola
cefnki,cefnik
ckldstat,coldstat
betyau,betayu
cefrlcant,cefrocant
alproemar,alproenar
atddine,atedine
aumetno,aumento
cobiot,cobiotic
brrokav,brokav
cullexin,culexin
canxiwiz,candiwiz
cefbact,cefibact
acezac,acnezac
atola,atolage
azudew,azidew
dace,aldace
becomax,beclomax
chheckkof,checkkof
amust,azmust
floxim,cefloxim
ccarduo,carduo
cennac,cenac
alermax,allermax
cortieure,cortisure
cefhioti,cefbioti
aitone,atitone
comvog,convog
aztar,astar
aanaida,anaida
allfeine,allefine
annitam,anitam
apogestt,apogest
airlo,airol
boocam,biocam
brknchodian,bronchodian
aipom,azipom
brogex,brohex
crfyflox,cefyflox
acnooval,acnoval
bisblkc,bisbloc
avetron,avetron
vefit,cefit
anarzols,anarzole
ctralet,cetralet
cefulrt,cefulet
citpak,citpam
cyprug,cyprig
bilosa,bilosar
svertz,avertz
cliegl,cligel
striol,estriol
algrog,algrot
cismma,cisma
depootex,depotex
cefoviik,cefovik
cionn,cinon
deax,dexa
urelox,curelox
aiccare,acicare
becahloc,becabloc
wzatoz,azatoz
bluclpx,bluclox
alortti,alorti
meena,mesna
aalcetaol,aalcetamol
comzzid,comzid
azpi,azpik
znloxa,anloxa
czmbio,cambio
ceracure,cefacure
axilet,axilent
biomyxib,biomyxib
cyclojax,cyclomax
urokinqse,urokinase
altellase,alteplase
attodac,atrodac
ciprbek,cipbrek
actorey,actoret
colosafee,colosafe
cagchnerv,catchnerv
paradichlorobenzzene,paradichlorobenzene
biogodl,biogold
alkacitrafe,alkacitrate
cypdam,cypram
combstar,combistar
abirakaxt,abirakast
owin,blowin
aclopne,aclopen
vernos,cernos
angioo,angio
qdmitine,admitine
vlotide,clotide
cefoml,cefmol
aplactive,allactive
carisolrodol,carisoprodol
biipiflam,bipiflam
cefmuzt,cefmust
cewap,cewap
iogexol,iohexol
qrclav,arclav
amlpbet,amlobet
husil,busil
hoxter,boxter
aluncid,alumcid
doloked,dolomed
vorbus,corbus
cokdwik,coldwik
ciperr,ciper
brnocordil,broncordil
atrem,atorem
asdrop,asidrop
coldafr,coldfar
adkptear,adoptear
ammoxylat,amoxylat
aenac,arnac
ovib,biovib
ealxim,aelxim
vaocip,avocip
ahkyek,ankyek
cefufif,cefurif
coldlkc,coldlic
qcticef,acticef
acelpsia,acelosia
qdflam,adflam
lozep,chlozep
culochem,cilochem
alkclin,aliclin
atoliin,atolin
cefopdit,cefoprit
adteeryl,arteeryl
colocraft,colicraft
amodipen,amoxipen
ackfate,acifate
aoshtel,aishtel
arifhac,arifnac
chymogerss,chymogress
cataxof,catacof
ceysol,cetsol
clobrz,clobez
adabeet,adabest
aetrac,astrac
cliniviv,clinivib
bimenem,biomenem
aanszol,anszol
ztosa,atosa
advancf,advancef
citiria,citiris
clovax,clovmax
aalopam,alopam
chesotn,cheston
aadyclaf,aadyclav
azamfa,azamra
acprodol,aciprodol
adocm,adcom
cpominat,clominat
alerox,aldrox
fomdic,comdic
minerve,aminerve
avphlline,avphylline
psoralne,psoralen
complmina,complamina
axznthine,axanthine
cronaxe,cronade
bilaska,bilaska
budwsonide,budesonide
abgoof,abgood
aloersyn,allersyn
onil,daonil
clobusal,clobisal
ciprlptic,ciproptic
asilram,asipram
misoprostol,misoprostol
afonim,aronim
aorxam,atorxam
acndine,acondine
ccalridol,calridol
combiitic,combiotic
zlkaset,alkaset
calmozsp,calmozep
adase,anadase
cystopeh,cystopen
acejin,acemin
avelpiin,avelpin
clozith,clozith
cefpojeg,cefpojet
apkoljn,apkolin
defyrex,cefyrex
ctpdol,cypdol
anigessic,anigesic
celplat,celplat
augmtae,augmate
clobegen,clobegen
atvimor,atvinor
allitocwt,allitocet
bactifre,bactifree
bnab,bdnab
acyclkmax,acyclomax
allofid,allocid
cerclaf,cerclav
atorvacurw,atorvacure
bebj,benj
apsil,apdil
amidter,amister
ketlconazole,ketoconazole
cofttus,coftus
furawin,curawin
levoaalbutamol,levosalbutamol
toxib,atoxib
carsslon,carselon
combifold,combicold
biiolsar,biolsar
qrflur,arflur
clearwni,clearwin
cefscto,cefscot
qctilop,actilop
checiacne,checkacne
cerilyn,cefilyn
aegoj,aegom
betsmax,betamax
axespot,azespot
amilor,amislor
cloajen,clobajen
aren,arend
avumed,avumef
cslsuf,celsuf
abodcin,abdocin
cecirt,cecort
czredex,caredex
altitnro,altithro
eomper,domper
cefinxe,cefinex
caaprizone,caprizone
begapen,betapen
benfart,bencart
biocood,biocold
cyprkhep,cyprohep
vetval,cetval
brijacin,brikacin
ccipamp,cipamp
citaoent,citalent
aridhlor,arichlor
btexpan,brexpan
bacloogesic,baclogesic
amsecare,ansecare
lenpan,alenpan
aynmox,anymox
oxcarbazepine,oxcarbazepine
szivia,azivia
cleafclav,clearclav
ade,aden
roloforce,doloforce
qziyard,aziyard
cobaine,cobamine
wminol,aminol
balwmin,balamin
abbyy,abby
azeevpl,azeevol
aminigen,aminogen
adonmef,aconmef
cortinad,cortinac
biolome,biolone
bootax,biotax
aevrtol,avertol
aciflxo,aciflox
sllergifex,allergifex
alieotp,alietop
clopikjnd,clopikind
cetiirzine,cetirizine
citeozol,citrozol
azilomb,azilomb
berway,betway
abofl,abfol
abir,ahabir
cramnli,cramnil
dexlansoprqzole,dexlansoprazole
cetamol,acetamol
cypotru,cypotri
qlprazolam,alprazolam
caxthrin,casthrin
astranal,astranal
acleosky,acelosky
haoometasone,halometasone
ccorace,corace
ricaline,bricaline
cofdul,cofdyl
cascol,casdol
afyl,afylin
bronoolast,bronkolast
ccefkia,cefkia
caribest,cardibest
epalrestqt,epalrestat
briflaam,briflam
alzolote,alzolite
alergev,alergevo
axlodac,aclodac
cufml,cufmol
bjopred,biopred
cutive,cutivera
rthrin,arthrin
bomig,blomig
agzoole,agzole
axugrel,axigrel
deflakort,deflakort
bunallco,bunalco
clearwa,clearwax
aceflkx,aceflox
abipod,anipod
craex,cratex
alacip,alkacip
ceeforis,ceforis
anamid,anamid
apezine,aprezine
cszimed,cezimed
ceraxet,cefaxet
colugon,coligon
ambkdrox,ambidrox
alfaprsst,alfaprest
slvizol,alvizol
cynodlav,cynoclav
cyclopam,cyclopan
azimust,azimist
amlobooj,amloboon
celpine,celpine
chymoaest,chymozest
criismol,crismol
capdeg,capdef
cefolij,cefolin
ceeftidel,ceftidel
afema,acema
cefszc,cefsac
vipiflam,bipiflam
avolode,avolide
bicardid,bicarcid
diebofem,dienofem
zvespas,avespas
budrz,budez
bles,bless
balcoford,bacloford
baloxinn,baloxin
aapzin,apzin
assn,assin
deesrina,desrina
dokrab,domrab
clos,clox
colrb,colrab
cijkos,cinkos
dexcholwm,dexcholam
amrozih,amrozin
bfozed,brozed
claridxo,claridox
cholatiin,cholatin
pyug,apyug
conazop,conazol
smbrom,ambrom
brcilox,briclox
bigtuns,bigtune
axic,axmic
celitol,celitol
cytrsze,cytraze
ectcold,cetcold
blot,bolt
bartriaz,bartriax
opidac,clopidac
agpoose,agopose
asmootone,asmotone
dasleemia,daslemia
cillumox,cillimox
beoquin,benoquin
acefr,aceft
coaz,coazy
cetuzimab,cetuximab
aczrst,aczest
adcmont,arcmont
acceclipee,acceclopee
chlomit,chlormit
nategliide,nateglinide
cardiizest,cardizest
curspime,curepime
amoljne,amoline
ciprogpen,ciproglen
auglink,auglink
deflzfine,deflafine
qnupar,anupar
bacyolev,bactolev
azozed,azized
xipmox,cipmox
aveker,aceker
ateaxe,atease
antamef,antamed
ccurecin,curecin
avevno,acevno
cecar,cecarb
csrohex,cerohex
acemox,acenox
axxom,axom
anafo,anafos
nalbuphine,nalbuphine
azfolet,aztolet
adymcin,admycin
csfiwal,cefiwal
coflie,coflite
crusinol,crusimol
alburel,alburel
bellid,belloid
cobimdp,cobimep
atosat,atostat
cobyzm,cobyzam
anocrema,anocream
bjovac,biovac
acspic,acepic
raifax,arifax
modainil,modafinil
benpvat,benovat
aazure,azzure
attow,atrow
croecmol,crocemol
capmthin,capmethin
bxfavi,bdfavi
cufxyp,cufsyp
azimus,azimust
pancuronium,pancuronium
cicran,cifran
clomipuer,clomipure
balzaj,balzam
bepanto,beepanto
wlbilax,albilax
boeocare,bleocare
colfih,colfin
clanxlav,clanclav
ruphaston,duphaston
cerok,cerom
dxid,doxid
cinyawin,cintawin
arttilup,artilup
aazjoy,azjoy
clancla,clanclav
amhivox,ambivox
becec,becef
midazlam,midazolam
cisarosd,cisarose
beips,beipos
acifam,aciflam
veftriral,ceftriral
cedca,cedac
dexchlorpheniramjne,dexchlorpheniramine
distiinon,distinon
cepkhal,cepohal
bilopone,bilopine
ddoloxicam,doloxicam
blofwn,blofen
zffen,affen
cinzolv,cinsolv
cegco,cefco
danzen,danzen
bqrco,barco
acriq,actiq
azilorrd,azilord
ceic,cemic
donfez,confez
amirif,amirid
ccarpinol,carpinol
acesad,acesac
butsin,butsim
amkrtpnate,amkrypnate
crptrox,ceptrox
econazole,econazole
fefaaz,cefaaz
ctinm,ctnim
cigrex,cifrex
biocanteex,biocantex
barijqk,barijak
auroclab,auroclav
azeemunne,azeemune
cefiicro,ceficro
breathnoac,breathonac
cotes,coteson
bonacoort,bonacort
aufmate,augmate
bylride,bypride
cypohod,cypogod
azidwf,azidef
olodol,bolodol
cisdac,clisdac
colrnect,coldnect
cardiling,cardiking
bissowin,bisowin
citoflo,citiflo
cured,cured
xefucin,cefucin
clopixys,clopisys
apectih,apectin
hytey,bytey
clobkade,clobkare
carmipon,carmilon
ciclsv,ciclav
atqlid,atalid
caap,czap
uinine,quinine
azobru,azibru
cofmojt,cofmont
avtovin,actovin
cobstamol,constamol
cosakeg,cosameg
aifon,acifon
adikol,adikold
ceffirule,cefirule
benwa,benwat
clknikk,clonikk
azafend,azatend
dicoowal,diclowal
axpporil,axporil
darbetocin,carbetocin
bitirkx,bitirox
adenef,adencef
clodroops,clodrops
btorphanol,butorphanol
axetqm,axetam
autolga,autogla
acromu,acromus
dermicort,dermicort
blugrst,blugest
cefadroc,cefadrox
curegax,curetax
bjplatt,biplatt
ccilaryl,cilaryl
taorcaid,atorcaid
axaclav,axaclav
acedlomac,aceclomac
deltackrtril,deltacortril
bepkdrops,bepodrops
bforex,brorex
cspdef,capdef
aftispar,artispar
bivacx,bivacs
aehibit,adhibit
betafee,betagee
cobaroz,cobaroz
ccefmex,cefmex
zlfexa,alfexa
domperridone,domperidone
dolorice,doloride
asmado,asmadox
bwlfexin,belfexin
aziivb,azivib
amprice,ampride
bfimonid,brimonid
cacat,cavat
affinis,affinus
brkcol,bricol
aviboes,avibose
atoracid,atorcaid
chllstat,cholstat
azisu,azish
aibond,azibond
atroda,atrodac
clon,clonib
anasol,anazol
clopi,clopisa
ciforioj,ciforion
cobaasure,cobasure
cosstim,cossrim
amtrro,amtro
asys,asys
biofllox,bioflox
ancidox,ancidox
axtdase,axydase
drrmina,dermina
aveggut,avegut
bukol,brukol
avon,acon
caprosfat,caprostat
acegrandd,acegrand
hptel,bptel
bipj,bipi
allerni,allerin
atmosrjl,atmosril
baovidine,balvidine
diiapepsin,diapepsin
acetwmide,acetamide
caarvas,carvas
cremalaxx,cremalax
cypdoden,cyproden
cifalviz,citalviz
bear,albear
ceptdci,ceptdic
iavuconazole,isavuconazole
bisonop,bisonol
aptisell,aptiwell
citrabeet,citrabet
acipan,alcipan
ainvent,ainavent
altrasay,altraday
znxipose,anxipose
atosepnn,atospenn
arosise,aroside
conndav,cinndav
calbega,calbeta
cefpodeem,cefpodem
aalene,alene
dlorite,clorite
clopireat,clopirest
amoracid,ampracid
cuzzacort,cuzacort
arteetther,arteether
avfec,acfec
wtcold,atcold
doxoll,doxol
daktarim,daktarin
cotus,costus
anuclqv,anuclav
carmze,carmez
azclav,auzclav
aiitis,airitis
wmorza,amorza
amijin,amikin
amlexnaox,amlexanox
atrola,atrolar
cinfflox,cinflox
cloffic,cloffnic
wrmal,armal
sllerok,allerok
comx,comax
lopain,blopain
gezit,bezit
tigecycoine,tigecycline
cheriotp,cheritop
askkafex,askafex
calnxit,clanxit
betav,betaviv
ahtmed,abtmed
axdve,axcve
dilvoryl,cilvoryl
cefwopd,cefwood
biohrel,biogrel
amlse,amlyse
condex,cindex
bioliinez,biolinez
aeroc,aerocid
amibactun,amibactin
ceftrittus,ceftritus
cuzect,cuzcet
iprojab,ciprojab
bluspws,bluspas
bactromi,bactromix
voncristine,vincristine
ndeck,andeck
levonorgestrel,levonorgestrel
flocofen,clocofen
akalina,alkalina
citrolite,citrolite
coxybutl,coxybutol
aanvlam,aanflam
aeeocast,aerocast
apoiem,apojem
biocheemdryl,biochemdryl
bisodder,bisoder
augumac,augumax
ciadew,cinadew
cotavas,coravas
clintz,clintoz
aziparr,azipar
ansupet,ansuper
linmeg,clinmeg
betqday,betaday
biitflox,bitflox
alkaned,alkamed
bednav,bendav
dencross,dencross
ariziin,arizin
atyyad,atyad
xefter,cefter
amrirst,amfirst
tramaxol,tramadol
correcfal,correctal
cefzpod,cefapod
bopsin,bropsin
augemxx,augmexx
acpopar,aclopar
borteor,bortero
atyco,atycort
wgoviz,agoviz
slkagod,alkagod
znxo,anxo
benzple,benzole
acelamm,acelam
cozapon,cozapin
biochemcryl,biochemdryl
cylemc,cylenc
clonarets,clonarest
brouf,brokuf
azihs,azish
alvefgy,alvergy
arriflu,ariflu
aceec,acec
otine,arotine
afidil,afidol
aimef,aimet
ciprote,ciproate
asmice,asmide
carzi,carzid
clarbadt,clarbact
cobi,cobina
acetut,acerut
btonkolyte,bronkolyte
ascale,asdale
albactin,albactin
arresfin,arrestin
anxozela,anxozeal
zzom,azom
cipotec,ciprotec
cypaflam,cypaflam
axrs,axes
cefrtaset,ceftraset
astagars,astagard
azustam,azustan
akloflaj,akloflam
nyepif,byepif
cepex,celex
clavoonox,clavonox
deazin,depazin
crfizoid,cefizoid
azipoing,azipoint
acefac,acefac
beclomn,beclomin
aziwhah,azishah
cozwc,cozec
anwcox,anacox
cholnecad,cholinecad
alphacid,alphacid
acepto,acepro
atinex,actinex
benmope,benmole
betafred,betafree
biisoline,bisoline
cefogen,cefogen
baddateno,bardateno
netavue,betavue
acalabrutihib,acalabrutinib
ackrimpi,acirimpi
crekuvf,crekuff
amhkclox,amhiclox
cleadclav,clearclav
lcopod,clopod
vluxo,bluxo
qlikast,alikast
gizisa,bizisa
coldmpx,coldmox
corttev,cortrev
azthis,azthris
doxylzmine,doxylamine
cutoee,cutiee
auxicremd,auxicreme
ancipar,anxipar
bist,bistas
xantocold,cantocold
aitek,azitek
atthrovas,athrovas
articob,articon
acrparz,aceparz
azihi,azihin
oxyphenonium,oxyphenonium
admitibe,admitine
cefvs,cefvus
cilapreas,cilapress
carticein,carticerin
azibav,azibac
xardiotone,cardiotone
wbotic,abotic
cruclean,ceruclean
aelzimd,aelzime
zvicool,avicool
alieen,alien
ciprozef,ciprozet
awlin,alwin
bdlbact,belbact
cefotsu,cefotus
cefnot,cefnit
capridaes,capridase
beefree,befree
colba,colaba
ctocon,cytocon
cefmi,cefim
acaije,acaine
bromolec,bromolex
docetaxl,docetaxel
cqrbasafe,carbasafe
cutcolld,cutcold
atorcaif,atorcaid
